"TIME","GEO","WST_OPER","UNIT","Value"
"2003","Berlin","Waste generated","Thousand tonnes",":"
"2003","Brandenburg","Waste generated","Thousand tonnes",":"
"2003","Bremen","Waste generated","Thousand tonnes",":"
"2003","Hamburg","Waste generated","Thousand tonnes",":"
"2003","Darmstadt","Waste generated","Thousand tonnes",":"
"2003","Gießen","Waste generated","Thousand tonnes",":"
"2003","Kassel","Waste generated","Thousand tonnes",":"
"2003","Mecklenburg-Vorpommern","Waste generated","Thousand tonnes",":"
"2003","Braunschweig","Waste generated","Thousand tonnes",":"
"2003","Hannover","Waste generated","Thousand tonnes",":"
"2003","Lüneburg","Waste generated","Thousand tonnes",":"
"2003","Weser-Ems","Waste generated","Thousand tonnes",":"
"2003","Düsseldorf","Waste generated","Thousand tonnes",":"
"2003","Köln","Waste generated","Thousand tonnes",":"
"2003","Münster","Waste generated","Thousand tonnes",":"
"2003","Detmold","Waste generated","Thousand tonnes",":"
"2003","Arnsberg","Waste generated","Thousand tonnes",":"
"2003","Koblenz","Waste generated","Thousand tonnes",":"
"2003","Trier","Waste generated","Thousand tonnes",":"
"2003","Rheinhessen-Pfalz","Waste generated","Thousand tonnes",":"
"2003","Saarland","Waste generated","Thousand tonnes",":"
"2003","Dresden","Waste generated","Thousand tonnes",":"
"2003","Chemnitz","Waste generated","Thousand tonnes",":"
"2003","Leipzig","Waste generated","Thousand tonnes",":"
"2003","Sachsen-Anhalt","Waste generated","Thousand tonnes",":"
"2003","Schleswig-Holstein","Waste generated","Thousand tonnes",":"
"2003","Thüringen","Waste generated","Thousand tonnes",":"
"2003","Estonia","Waste generated","Thousand tonnes","567"
"2003","Eesti","Waste generated","Thousand tonnes","567"
"2003","Ireland","Waste generated","Thousand tonnes","2 917.9"
"2003","Border, Midland and Western (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Southern and Eastern (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Spain","Waste generated","Thousand tonnes",":"
"2003","Galicia","Waste generated","Thousand tonnes",":"
"2003","Principado de Asturias","Waste generated","Thousand tonnes",":"
"2003","Cantabria","Waste generated","Thousand tonnes",":"
"2003","País Vasco","Waste generated","Thousand tonnes",":"
"2003","Comunidad Foral de Navarra","Waste generated","Thousand tonnes",":"
"2003","La Rioja","Waste generated","Thousand tonnes",":"
"2003","Aragón","Waste generated","Thousand tonnes",":"
"2003","Comunidad de Madrid","Waste generated","Thousand tonnes",":"
"2003","Castilla y León","Waste generated","Thousand tonnes",":"
"2003","Castilla-la Mancha","Waste generated","Thousand tonnes",":"
"2003","Extremadura","Waste generated","Thousand tonnes",":"
"2003","Cataluña","Waste generated","Thousand tonnes",":"
"2003","Comunidad Valenciana","Waste generated","Thousand tonnes",":"
"2003","Illes Balears","Waste generated","Thousand tonnes",":"
"2003","Andalucía","Waste generated","Thousand tonnes",":"
"2003","Región de Murcia","Waste generated","Thousand tonnes",":"
"2003","Canarias (ES)","Waste generated","Thousand tonnes",":"
"2003","France","Waste generated","Thousand tonnes",":"
"2003","Île de France","Waste generated","Thousand tonnes",":"
"2003","Champagne-Ardenne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Picardie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Haute-Normandie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Centre (FR) (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Basse-Normandie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Bourgogne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Nord-Pas-de-Calais (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Lorraine (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Alsace (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Franche-Comté (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Pays de la Loire (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Bretagne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Poitou-Charentes (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Aquitaine (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Midi-Pyrénées (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Limousin (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Rhône-Alpes (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Auvergne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Languedoc-Roussillon (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Corse (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","Guadeloupe (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Martinique (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Guyane (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Réunion (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Croatia","Waste generated","Thousand tonnes",":"
"2003","Jadranska Hrvatska","Waste generated","Thousand tonnes",":"
"2003","Kontinentalna Hrvatska","Waste generated","Thousand tonnes",":"
"2003","Italy","Waste generated","Thousand tonnes","30 033.7"
"2003","Piemonte","Waste generated","Thousand tonnes","2 131.64"
"2003","Valle d'Aosta/Vallée d'Aoste","Waste generated","Thousand tonnes","77.71"
"2003","Liguria","Waste generated","Thousand tonnes","936.72"
"2003","Lombardia","Waste generated","Thousand tonnes","4 630.97"
"2003","Provincia Autonoma di Bolzano/Bozen","Waste generated","Thousand tonnes","193.34"
"2003","Provincia Autonoma di Trento","Waste generated","Thousand tonnes","267.72"
"2003","Veneto","Waste generated","Thousand tonnes","2 136.22"
"2003","Friuli-Venezia Giulia","Waste generated","Thousand tonnes","588.62"
"2003","Emilia-Romagna","Waste generated","Thousand tonnes","2 612.97"
"2003","Toscana","Waste generated","Thousand tonnes","2 391.78"
"2003","Umbria","Waste generated","Thousand tonnes","471.98"
"2003","Marche","Waste generated","Thousand tonnes","793.01"
"2003","Lazio","Waste generated","Thousand tonnes","2 929.09"
"2003","Abruzzo","Waste generated","Thousand tonnes","631.69"
"2003","Molise","Waste generated","Thousand tonnes","119.81"
"2003","Campania","Waste generated","Thousand tonnes","2 681.88"
"2003","Puglia","Waste generated","Thousand tonnes","1 917.94"
"2003","Basilicata","Waste generated","Thousand tonnes","239.41"
"2003","Calabria","Waste generated","Thousand tonnes","889.08"
"2003","Sicilia","Waste generated","Thousand tonnes","2 540.42"
"2003","Sardegna","Waste generated","Thousand tonnes","851.7"
"2003","Cyprus","Waste generated","Thousand tonnes","481.36"
"2003","Kypros","Waste generated","Thousand tonnes","481.36"
"2003","Latvia","Waste generated","Thousand tonnes","695"
"2003","Latvija","Waste generated","Thousand tonnes","695"
"2003","Lithuania","Waste generated","Thousand tonnes","1 327.61"
"2003","Lietuva (NUTS 2013)","Waste generated","Thousand tonnes","1 328"
"2003","Luxembourg","Waste generated","Thousand tonnes","306.43"
"2003","Luxembourg","Waste generated","Thousand tonnes","306"
"2003","Hungary","Waste generated","Thousand tonnes","4 700"
"2003","Közép-Magyarország (NUTS 2013)","Waste generated","Thousand tonnes","1 392.19"
"2003","Közép-Dunántúl","Waste generated","Thousand tonnes","628.42"
"2003","Nyugat-Dunántúl","Waste generated","Thousand tonnes","484.72"
"2003","Dél-Dunántúl","Waste generated","Thousand tonnes","444.07"
"2003","Észak-Magyarország","Waste generated","Thousand tonnes","552.91"
"2003","Észak-Alföld","Waste generated","Thousand tonnes","610.41"
"2003","Dél-Alföld","Waste generated","Thousand tonnes","587.28"
"2003","Malta","Waste generated","Thousand tonnes","230.99"
"2003","Malta","Waste generated","Thousand tonnes","231"
"2003","Netherlands","Waste generated","Thousand tonnes","9 885"
"2003","Groningen","Waste generated","Thousand tonnes","421"
"2003","Friesland (NL)","Waste generated","Thousand tonnes","417"
"2003","Drenthe","Waste generated","Thousand tonnes","350"
"2003","Overijssel","Waste generated","Thousand tonnes","637"
"2003","Gelderland","Waste generated","Thousand tonnes","1 143"
"2003","Flevoland","Waste generated","Thousand tonnes","218"
"2003","Utrecht","Waste generated","Thousand tonnes","708"
"2003","Noord-Holland","Waste generated","Thousand tonnes","1 514"
"2003","Zuid-Holland","Waste generated","Thousand tonnes","1 967"
"2003","Zeeland","Waste generated","Thousand tonnes","288"
"2003","Noord-Brabant","Waste generated","Thousand tonnes","1 567"
"2003","Limburg (NL)","Waste generated","Thousand tonnes","655"
"2003","Austria","Waste generated","Thousand tonnes",":"
"2003","Burgenland (AT)","Waste generated","Thousand tonnes",":"
"2003","Niederösterreich","Waste generated","Thousand tonnes",":"
"2003","Wien","Waste generated","Thousand tonnes",":"
"2003","Kärnten","Waste generated","Thousand tonnes",":"
"2003","Steiermark","Waste generated","Thousand tonnes",":"
"2003","Oberösterreich","Waste generated","Thousand tonnes",":"
"2003","Salzburg","Waste generated","Thousand tonnes",":"
"2003","Tirol","Waste generated","Thousand tonnes",":"
"2003","Vorarlberg","Waste generated","Thousand tonnes",":"
"2003","Poland","Waste generated","Thousand tonnes","9 924.61"
"2003","Lódzkie (NUTS 2013)","Waste generated","Thousand tonnes","669.75"
"2003","Mazowieckie (NUTS 2013)","Waste generated","Thousand tonnes","1 542.45"
"2003","Malopolskie","Waste generated","Thousand tonnes","606.98"
"2003","Slaskie","Waste generated","Thousand tonnes","1 353.24"
"2003","Lubelskie (NUTS 2013)","Waste generated","Thousand tonnes","358.93"
"2003","Podkarpackie (NUTS 2013)","Waste generated","Thousand tonnes","419.56"
"2003","Swietokrzyskie (NUTS 2013)","Waste generated","Thousand tonnes","182.15"
"2003","Podlaskie (NUTS 2013)","Waste generated","Thousand tonnes","323.11"
"2003","Wielkopolskie","Waste generated","Thousand tonnes","1 051.9"
"2003","Zachodniopomorskie","Waste generated","Thousand tonnes","563.67"
"2003","Lubuskie","Waste generated","Thousand tonnes","307.36"
"2003","Dolnoslaskie","Waste generated","Thousand tonnes","934.68"
"2003","Opolskie","Waste generated","Thousand tonnes","272.08"
"2003","Kujawsko-Pomorskie","Waste generated","Thousand tonnes","451.52"
"2003","Warminsko-Mazurskie","Waste generated","Thousand tonnes","331.06"
"2003","Pomorskie","Waste generated","Thousand tonnes","556.17"
"2003","Portugal","Waste generated","Thousand tonnes","4 692.79"
"2003","Norte","Waste generated","Thousand tonnes","1 468.79"
"2003","Algarve","Waste generated","Thousand tonnes","288.7"
"2003","Centro (PT)","Waste generated","Thousand tonnes","913.5"
"2003","Área Metropolitana de Lisboa","Waste generated","Thousand tonnes","1 365.33"
"2003","Alentejo","Waste generated","Thousand tonnes","384.87"
"2003","Região Autónoma dos Açores (PT)","Waste generated","Thousand tonnes","121.94"
"2003","Região Autónoma da Madeira (PT)","Waste generated","Thousand tonnes","149.66"
"2003","Romania","Waste generated","Thousand tonnes","7 610.72"
"2003","Nord-Vest","Waste generated","Thousand tonnes",":"
"2003","Centru","Waste generated","Thousand tonnes",":"
"2003","Nord-Est","Waste generated","Thousand tonnes",":"
"2003","Sud-Est","Waste generated","Thousand tonnes",":"
"2003","Sud - Muntenia","Waste generated","Thousand tonnes",":"
"2003","Bucuresti - Ilfov","Waste generated","Thousand tonnes",":"
"2003","Sud-Vest Oltenia","Waste generated","Thousand tonnes",":"
"2003","Vest","Waste generated","Thousand tonnes",":"
"2003","Slovenia","Waste generated","Thousand tonnes","834.02"
"2003","Vzhodna Slovenija (NUTS 2010)","Waste generated","Thousand tonnes","411.1"
"2003","Zahodna Slovenija (NUTS 2010)","Waste generated","Thousand tonnes","422.92"
"2003","Slovakia","Waste generated","Thousand tonnes","1 599.38"
"2003","Bratislavskı kraj","Waste generated","Thousand tonnes","234.69"
"2003","Západné Slovensko","Waste generated","Thousand tonnes","587.28"
"2003","Stredné Slovensko","Waste generated","Thousand tonnes","443.08"
"2003","Vıchodné Slovensko","Waste generated","Thousand tonnes","334.33"
"2003","Tees Valley and Durham","Waste generated","Thousand tonnes",":"
"2003","Northumberland and Tyne and Wear","Waste generated","Thousand tonnes",":"
"2003","Cumbria","Waste generated","Thousand tonnes",":"
"2003","Greater Manchester","Waste generated","Thousand tonnes",":"
"2003","Lancashire","Waste generated","Thousand tonnes",":"
"2003","East Yorkshire and Northern Lincolnshire","Waste generated","Thousand tonnes",":"
"2003","North Yorkshire","Waste generated","Thousand tonnes",":"
"2003","South Yorkshire","Waste generated","Thousand tonnes",":"
"2003","West Yorkshire","Waste generated","Thousand tonnes",":"
"2003","Derbyshire and Nottinghamshire","Waste generated","Thousand tonnes",":"
"2003","Leicestershire, Rutland and Northamptonshire","Waste generated","Thousand tonnes",":"
"2003","Lincolnshire","Waste generated","Thousand tonnes",":"
"2003","Herefordshire, Worcestershire and Warwickshire","Waste generated","Thousand tonnes",":"
"2003","Shropshire and Staffordshire","Waste generated","Thousand tonnes",":"
"2003","West Midlands","Waste generated","Thousand tonnes",":"
"2003","East Anglia","Waste generated","Thousand tonnes",":"
"2003","Bedfordshire and Hertfordshire","Waste generated","Thousand tonnes",":"
"2003","Essex","Waste generated","Thousand tonnes",":"
"2003","Inner London (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Outer London (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2003","Berkshire, Buckinghamshire and Oxfordshire","Waste generated","Thousand tonnes",":"
"2003","Surrey, East and West Sussex","Waste generated","Thousand tonnes",":"
"2003","Hampshire and Isle of Wight","Waste generated","Thousand tonnes",":"
"2003","Kent","Waste generated","Thousand tonnes",":"
"2003","Gloucestershire, Wiltshire and Bristol/Bath area","Waste generated","Thousand tonnes",":"
"2003","Dorset and Somerset","Waste generated","Thousand tonnes",":"
"2003","Cornwall and Isles of Scilly","Waste generated","Thousand tonnes",":"
"2003","Devon","Waste generated","Thousand tonnes",":"
"2003","West Wales and The Valleys","Waste generated","Thousand tonnes",":"
"2003","East Wales","Waste generated","Thousand tonnes",":"
"2003","Eastern Scotland (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","South Western Scotland (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2003","North Eastern Scotland","Waste generated","Thousand tonnes",":"
"2003","Highlands and Islands","Waste generated","Thousand tonnes",":"
"2003","Northern Ireland (UK)","Waste generated","Thousand tonnes",":"
"2003","Norway","Waste generated","Thousand tonnes","1 836.22"
"2003","Oslo og Akershus","Waste generated","Thousand tonnes",":"
"2003","Hedmark og Oppland","Waste generated","Thousand tonnes",":"
"2003","Sør-Østlandet","Waste generated","Thousand tonnes",":"
"2003","Agder og Rogaland","Waste generated","Thousand tonnes",":"
"2003","Vestlandet","Waste generated","Thousand tonnes",":"
"2003","Trøndelag","Waste generated","Thousand tonnes",":"
"2003","Nord-Norge","Waste generated","Thousand tonnes",":"
"2003","Switzerland","Waste generated","Thousand tonnes","4 916"
"2003","North Macedonia","Waste generated","Thousand tonnes",":"
"2003","Severna Makedonija","Waste generated","Thousand tonnes",":"
"2003","Serbia","Waste generated","Thousand tonnes",":"
"2003","Turkey","Waste generated","Thousand tonnes","31 081.37"
"2003","Istanbul","Waste generated","Thousand tonnes","5 433.55"
"2003","Tekirdag, Edirne, Kirklareli","Waste generated","Thousand tonnes","804.64"
"2003","Balikesir, Çanakkale","Waste generated","Thousand tonnes","861.32"
"2003","Izmir","Waste generated","Thousand tonnes","1 439.77"
"2003","Aydin, Denizli, Mugla","Waste generated","Thousand tonnes","1 590.69"
"2003","Manisa, Afyonkarahisar, Kütahya, Usak","Waste generated","Thousand tonnes","1 513.31"
"2003","Bursa, Eskisehir, Bilecik","Waste generated","Thousand tonnes","1 199.18"
"2003","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Waste generated","Thousand tonnes","1 140.62"
"2003","Ankara","Waste generated","Thousand tonnes","2 453.86"
"2003","Konya, Karaman","Waste generated","Thousand tonnes","1 060.63"
"2003","Antalya, Isparta, Burdur","Waste generated","Thousand tonnes","1 248.68"
"2003","Adana, Mersin","Waste generated","Thousand tonnes","1 481.52"
"2003","Hatay, Kahramanmaras, Osmaniye","Waste generated","Thousand tonnes","1 011.41"
"2003","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Waste generated","Thousand tonnes","900.9"
"2003","Kayseri, Sivas, Yozgat","Waste generated","Thousand tonnes","1 241.32"
"2003","Zonguldak, Karabük, Bartin","Waste generated","Thousand tonnes","539.65"
"2003","Kastamonu, Çankiri, Sinop","Waste generated","Thousand tonnes","381.32"
"2003","Samsun, Tokat, Çorum, Amasya","Waste generated","Thousand tonnes","1 316.49"
"2003","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Waste generated","Thousand tonnes","1 020.23"
"2003","Erzurum, Erzincan, Bayburt","Waste generated","Thousand tonnes","523.9"
"2003","Agri, Kars, Igdir, Ardahan","Waste generated","Thousand tonnes","399.05"
"2003","Malatya, Elazig, Bingöl, Tunceli","Waste generated","Thousand tonnes","659.68"
"2003","Van, Mus, Bitlis, Hakkari","Waste generated","Thousand tonnes","628.66"
"2003","Gaziantep, Adiyaman, Kilis","Waste generated","Thousand tonnes","689.8"
"2003","Sanliurfa, Diyarbakir","Waste generated","Thousand tonnes","901.79"
"2003","Mardin, Batman, Sirnak, Siirt","Waste generated","Thousand tonnes","639.38"
"2004","Belgium","Waste generated","Thousand tonnes","4 931.41"
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Waste generated","Thousand tonnes","459.1"
"2004","Prov. Antwerpen","Waste generated","Thousand tonnes","808.01"
"2004","Prov. Limburg (BE)","Waste generated","Thousand tonnes","391.4"
"2004","Prov. Oost-Vlaanderen","Waste generated","Thousand tonnes","671.49"
"2004","Prov. Vlaams-Brabant","Waste generated","Thousand tonnes","423.63"
"2004","Prov. West-Vlaanderen","Waste generated","Thousand tonnes","604.93"
"2004","Prov. Brabant wallon","Waste generated","Thousand tonnes",":"
"2004","Prov. Hainaut","Waste generated","Thousand tonnes",":"
"2004","Prov. Liège","Waste generated","Thousand tonnes",":"
"2004","Prov. Luxembourg (BE)","Waste generated","Thousand tonnes",":"
"2004","Prov. Namur","Waste generated","Thousand tonnes",":"
"2004","Bulgaria","Waste generated","Thousand tonnes","3 826.12"
"2004","Severozapaden","Waste generated","Thousand tonnes","469.33"
"2004","Severen tsentralen","Waste generated","Thousand tonnes","634.88"
"2004","Severoiztochen","Waste generated","Thousand tonnes","512.89"
"2004","Yugoiztochen","Waste generated","Thousand tonnes","563.54"
"2004","Yugozapaden","Waste generated","Thousand tonnes","982.74"
"2004","Yuzhen tsentralen","Waste generated","Thousand tonnes","662.74"
"2004","Czechia","Waste generated","Thousand tonnes","2 841.41"
"2004","Praha","Waste generated","Thousand tonnes","307.97"
"2004","Strední Cechy","Waste generated","Thousand tonnes","353.3"
"2004","Jihozápad","Waste generated","Thousand tonnes","332.65"
"2004","Severozápad","Waste generated","Thousand tonnes","347.83"
"2004","Severovıchod","Waste generated","Thousand tonnes","388.27"
"2004","Jihovıchod","Waste generated","Thousand tonnes","444.47"
"2004","Strední Morava","Waste generated","Thousand tonnes","338.05"
"2004","Moravskoslezsko","Waste generated","Thousand tonnes","328.87"
"2004","Germany (until 1990 former territory of the FRG)","Waste generated","Thousand tonnes","37 277.4"
"2004","Stuttgart","Waste generated","Thousand tonnes","1 668.6"
"2004","Karlsruhe","Waste generated","Thousand tonnes","1 187.8"
"2004","Freiburg","Waste generated","Thousand tonnes","947.9"
"2004","Tübingen","Waste generated","Thousand tonnes","676.6"
"2004","Oberbayern","Waste generated","Thousand tonnes","1 931"
"2004","Niederbayern","Waste generated","Thousand tonnes","497"
"2004","Oberpfalz","Waste generated","Thousand tonnes","437"
"2004","Oberfranken","Waste generated","Thousand tonnes","541"
"2004","Mittelfranken","Waste generated","Thousand tonnes","774"
"2004","Unterfranken","Waste generated","Thousand tonnes","644"
"2004","Schwaben","Waste generated","Thousand tonnes","802"
"2004","Berlin","Waste generated","Thousand tonnes","1 465.9"
"2004","Brandenburg","Waste generated","Thousand tonnes","982.2"
"2004","Bremen","Waste generated","Thousand tonnes","319.2"
"2004","Hamburg","Waste generated","Thousand tonnes","849.1"
"2004","Darmstadt","Waste generated","Thousand tonnes","1 741.4"
"2004","Gießen","Waste generated","Thousand tonnes","496.7"
"2004","Kassel","Waste generated","Thousand tonnes","581.7"
"2004","Mecklenburg-Vorpommern","Waste generated","Thousand tonnes","731.8"
"2004","Braunschweig","Waste generated","Thousand tonnes","799"
"2004","Hannover","Waste generated","Thousand tonnes","1 128"
"2004","Lüneburg","Waste generated","Thousand tonnes","788"
"2004","Weser-Ems","Waste generated","Thousand tonnes","1 219"
"2004","Düsseldorf","Waste generated","Thousand tonnes","2 599.6"
"2004","Köln","Waste generated","Thousand tonnes","2 107.3"
"2004","Münster","Waste generated","Thousand tonnes","1 270.5"
"2004","Detmold","Waste generated","Thousand tonnes","827.2"
"2004","Arnsberg","Waste generated","Thousand tonnes","1 671.1"
"2004","Koblenz","Waste generated","Thousand tonnes","741.3"
"2004","Trier","Waste generated","Thousand tonnes","226"
"2004","Rheinhessen-Pfalz","Waste generated","Thousand tonnes","1 034"
"2004","Saarland","Waste generated","Thousand tonnes","556"
"2004","Dresden","Waste generated","Thousand tonnes","605.8"
"2004","Chemnitz","Waste generated","Thousand tonnes","522.4"
"2004","Leipzig","Waste generated","Thousand tonnes","362.5"
"2004","Sachsen-Anhalt","Waste generated","Thousand tonnes","1 167.8"
"2004","Schleswig-Holstein","Waste generated","Thousand tonnes","1 384.7"
"2004","Thüringen","Waste generated","Thousand tonnes","992.3"
"2004","Estonia","Waste generated","Thousand tonnes","606"
"2004","Eesti","Waste generated","Thousand tonnes","606"
"2004","Ireland","Waste generated","Thousand tonnes","3 000.64"
"2004","Border, Midland and Western (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2004","Southern and Eastern (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2004","Spain","Waste generated","Thousand tonnes",":"
"2004","Galicia","Waste generated","Thousand tonnes",":"
"2004","Principado de Asturias","Waste generated","Thousand tonnes",":"
"2004","Cantabria","Waste generated","Thousand tonnes",":"
"2004","País Vasco","Waste generated","Thousand tonnes",":"
"2004","Comunidad Foral de Navarra","Waste generated","Thousand tonnes",":"
"2004","La Rioja","Waste generated","Thousand tonnes",":"
"2004","Aragón","Waste generated","Thousand tonnes",":"
"2004","Comunidad de Madrid","Waste generated","Thousand tonnes",":"
"2004","Castilla y León","Waste generated","Thousand tonnes",":"
"2004","Castilla-la Mancha","Waste generated","Thousand tonnes",":"
"2004","Extremadura","Waste generated","Thousand tonnes",":"
"2004","Cataluña","Waste generated","Thousand tonnes",":"
"2004","Comunidad Valenciana","Waste generated","Thousand tonnes",":"
"2004","Illes Balears","Waste generated","Thousand tonnes",":"
"2004","Andalucía","Waste generated","Thousand tonnes",":"
"2004","Región de Murcia","Waste generated","Thousand tonnes",":"
"2004","Canarias (ES)","Waste generated","Thousand tonnes",":"
"2004","France","Waste generated","Thousand tonnes","46 783.55"
"2004","Île de France","Waste generated","Thousand tonnes","8 725"
"2004","Champagne-Ardenne (NUTS 2013)","Waste generated","Thousand tonnes","811.31"
"2004","Picardie (NUTS 2013)","Waste generated","Thousand tonnes","1 508.95"
"2004","Haute-Normandie (NUTS 2013)","Waste generated","Thousand tonnes","1 293.57"
"2004","Centre (FR) (NUTS 2013)","Waste generated","Thousand tonnes","2 075.95"
"2004","Basse-Normandie (NUTS 2013)","Waste generated","Thousand tonnes","1 054.81"
"2004","Bourgogne (NUTS 2013)","Waste generated","Thousand tonnes","1 409.87"
"2004","Nord-Pas-de-Calais (NUTS 2013)","Waste generated","Thousand tonnes","3 544.74"
"2004","Lorraine (NUTS 2013)","Waste generated","Thousand tonnes","1 949.94"
"2004","Alsace (NUTS 2013)","Waste generated","Thousand tonnes","1 719.86"
"2004","Franche-Comté (NUTS 2013)","Waste generated","Thousand tonnes","752.97"
"2004","Pays de la Loire (NUTS 2013)","Waste generated","Thousand tonnes","2 963.52"
"2004","Bretagne (NUTS 2013)","Waste generated","Thousand tonnes","1 601.71"
"2004","Poitou-Charentes (NUTS 2013)","Waste generated","Thousand tonnes","1 158.57"
"2004","Aquitaine (NUTS 2013)","Waste generated","Thousand tonnes","2 224.27"
"2004","Midi-Pyrénées (NUTS 2013)","Waste generated","Thousand tonnes","1 599.73"
"2004","Limousin (NUTS 2013)","Waste generated","Thousand tonnes","466.32"
"2004","Rhône-Alpes (NUTS 2013)","Waste generated","Thousand tonnes","4 823.56"
"2004","Auvergne (NUTS 2013)","Waste generated","Thousand tonnes","912.97"
"2004","Languedoc-Roussillon (NUTS 2013)","Waste generated","Thousand tonnes","1 567.28"
"2004","Provence-Alpes-Côte d'Azur (NUTS 2013)","Waste generated","Thousand tonnes","3 468.04"
"2004","Corse (NUTS 2013)","Waste generated","Thousand tonnes","192.02"
"2004","Guadeloupe (NUTS 2010)","Waste generated","Thousand tonnes","88.78"
"2004","Martinique (NUTS 2010)","Waste generated","Thousand tonnes","340.29"
"2004","Guyane (NUTS 2010)","Waste generated","Thousand tonnes","68.71"
"2004","Réunion (NUTS 2010)","Waste generated","Thousand tonnes","460.81"
"2004","Croatia","Waste generated","Thousand tonnes",":"
"2004","Jadranska Hrvatska","Waste generated","Thousand tonnes",":"
"2004","Kontinentalna Hrvatska","Waste generated","Thousand tonnes",":"
"2004","Italy","Waste generated","Thousand tonnes","31 149.6"
"2004","Piemonte","Waste generated","Thousand tonnes","2 229.53"
"2004","Valle d'Aosta/Vallée d'Aoste","Waste generated","Thousand tonnes","72.63"
"2004","Liguria","Waste generated","Thousand tonnes","953.16"
"2004","Lombardia","Waste generated","Thousand tonnes","4 791.13"
"2004","Provincia Autonoma di Bolzano/Bozen","Waste generated","Thousand tonnes","201.24"
"2004","Provincia Autonoma di Trento","Waste generated","Thousand tonnes","276.35"
"2004","Veneto","Waste generated","Thousand tonnes","2 185.2"
"2004","Friuli-Venezia Giulia","Waste generated","Thousand tonnes","590.3"
"2004","Emilia-Romagna","Waste generated","Thousand tonnes","2 728.64"
"2004","Toscana","Waste generated","Thousand tonnes","2 492.16"
"2004","Umbria","Waste generated","Thousand tonnes","477.13"
"2004","Marche","Waste generated","Thousand tonnes","824.16"
"2004","Lazio","Waste generated","Thousand tonnes","3 147.35"
"2004","Abruzzo","Waste generated","Thousand tonnes","678.02"
"2004","Molise","Waste generated","Thousand tonnes","122.98"
"2004","Campania","Waste generated","Thousand tonnes","2 785"
"2004","Puglia","Waste generated","Thousand tonnes","1 990.45"
"2004","Basilicata","Waste generated","Thousand tonnes","237.26"
"2004","Calabria","Waste generated","Thousand tonnes","944.41"
"2004","Sicilia","Waste generated","Thousand tonnes","2 544.32"
"2004","Sardegna","Waste generated","Thousand tonnes","878.18"
"2004","Cyprus","Waste generated","Thousand tonnes","498.07"
"2004","Kypros","Waste generated","Thousand tonnes","498.07"
"2004","Latvia","Waste generated","Thousand tonnes","720.38"
"2004","Latvija","Waste generated","Thousand tonnes","720"
"2004","Lithuania","Waste generated","Thousand tonnes","1 260.12"
"2004","Lietuva (NUTS 2013)","Waste generated","Thousand tonnes","1 260"
"2004","Luxembourg","Waste generated","Thousand tonnes","310.89"
"2004","Luxembourg","Waste generated","Thousand tonnes","311"
"2004","Hungary","Waste generated","Thousand tonnes","4 591.61"
"2004","Közép-Magyarország (NUTS 2013)","Waste generated","Thousand tonnes","1 524.06"
"2004","Közép-Dunántúl","Waste generated","Thousand tonnes","586.84"
"2004","Nyugat-Dunántúl","Waste generated","Thousand tonnes","381.04"
"2004","Dél-Dunántúl","Waste generated","Thousand tonnes","377.01"
"2004","Észak-Magyarország","Waste generated","Thousand tonnes","552.39"
