"TIME","GEO","WST_OPER","UNIT","Value"
"2000","Belgium","Waste generated","Thousand tonnes","4 772.19"
"2000","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Waste generated","Thousand tonnes","466.29"
"2000","Prov. Antwerpen","Waste generated","Thousand tonnes","813.4"
"2000","Prov. Limburg (BE)","Waste generated","Thousand tonnes","375.66"
"2000","Prov. Oost-Vlaanderen","Waste generated","Thousand tonnes","649.85"
"2000","Prov. Vlaams-Brabant","Waste generated","Thousand tonnes","414.59"
"2000","Prov. West-Vlaanderen","Waste generated","Thousand tonnes","562.63"
"2000","Prov. Brabant wallon","Waste generated","Thousand tonnes",":"
"2000","Prov. Hainaut","Waste generated","Thousand tonnes",":"
"2000","Prov. Liège","Waste generated","Thousand tonnes",":"
"2000","Prov. Luxembourg (BE)","Waste generated","Thousand tonnes",":"
"2000","Prov. Namur","Waste generated","Thousand tonnes",":"
"2000","Bulgaria","Waste generated","Thousand tonnes","4 223.55"
"2000","Severozapaden","Waste generated","Thousand tonnes",":"
"2000","Severen tsentralen","Waste generated","Thousand tonnes",":"
"2000","Severoiztochen","Waste generated","Thousand tonnes",":"
"2000","Yugoiztochen","Waste generated","Thousand tonnes",":"
"2000","Yugozapaden","Waste generated","Thousand tonnes",":"
"2000","Yuzhen tsentralen","Waste generated","Thousand tonnes",":"
"2000","Czechia","Waste generated","Thousand tonnes","3 434"
"2000","Praha","Waste generated","Thousand tonnes",":"
"2000","Strední Cechy","Waste generated","Thousand tonnes",":"
"2000","Jihozápad","Waste generated","Thousand tonnes",":"
"2000","Severozápad","Waste generated","Thousand tonnes",":"
"2000","Severovıchod","Waste generated","Thousand tonnes",":"
"2000","Jihovıchod","Waste generated","Thousand tonnes",":"
"2000","Strední Morava","Waste generated","Thousand tonnes",":"
"2000","Moravskoslezsko","Waste generated","Thousand tonnes",":"
"2000","Germany (until 1990 former territory of the FRG)","Waste generated","Thousand tonnes",":"
"2000","Stuttgart","Waste generated","Thousand tonnes",":"
"2000","Karlsruhe","Waste generated","Thousand tonnes",":"
"2000","Freiburg","Waste generated","Thousand tonnes",":"
"2000","Tübingen","Waste generated","Thousand tonnes",":"
"2000","Oberbayern","Waste generated","Thousand tonnes",":"
"2000","Niederbayern","Waste generated","Thousand tonnes",":"
"2000","Oberpfalz","Waste generated","Thousand tonnes",":"
"2000","Oberfranken","Waste generated","Thousand tonnes",":"
"2000","Mittelfranken","Waste generated","Thousand tonnes",":"
"2000","Unterfranken","Waste generated","Thousand tonnes",":"
"2000","Schwaben","Waste generated","Thousand tonnes",":"
"2000","Berlin","Waste generated","Thousand tonnes",":"
"2000","Brandenburg","Waste generated","Thousand tonnes",":"
"2000","Bremen","Waste generated","Thousand tonnes",":"
"2000","Hamburg","Waste generated","Thousand tonnes",":"
"2000","Darmstadt","Waste generated","Thousand tonnes",":"
"2000","Gießen","Waste generated","Thousand tonnes",":"
"2000","Kassel","Waste generated","Thousand tonnes",":"
"2000","Mecklenburg-Vorpommern","Waste generated","Thousand tonnes",":"
"2000","Braunschweig","Waste generated","Thousand tonnes",":"
"2000","Hannover","Waste generated","Thousand tonnes",":"
"2000","Lüneburg","Waste generated","Thousand tonnes",":"
"2000","Weser-Ems","Waste generated","Thousand tonnes",":"
"2000","Düsseldorf","Waste generated","Thousand tonnes",":"
"2000","Köln","Waste generated","Thousand tonnes",":"
"2000","Münster","Waste generated","Thousand tonnes",":"
"2000","Detmold","Waste generated","Thousand tonnes",":"
"2000","Arnsberg","Waste generated","Thousand tonnes",":"
"2000","Koblenz","Waste generated","Thousand tonnes",":"
"2000","Trier","Waste generated","Thousand tonnes",":"
"2000","Rheinhessen-Pfalz","Waste generated","Thousand tonnes",":"
"2000","Saarland","Waste generated","Thousand tonnes",":"
"2000","Dresden","Waste generated","Thousand tonnes",":"
"2000","Chemnitz","Waste generated","Thousand tonnes",":"
"2000","Leipzig","Waste generated","Thousand tonnes",":"
"2000","Sachsen-Anhalt","Waste generated","Thousand tonnes",":"
"2000","Schleswig-Holstein","Waste generated","Thousand tonnes",":"
"2000","Thüringen","Waste generated","Thousand tonnes",":"
"2000","Estonia","Waste generated","Thousand tonnes","633"
"2000","Eesti","Waste generated","Thousand tonnes","633"
"2000","Ireland","Waste generated","Thousand tonnes","2 278.7"
"2000","Border, Midland and Western (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2000","Southern and Eastern (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2000","Spain","Waste generated","Thousand tonnes",":"
"2000","Galicia","Waste generated","Thousand tonnes",":"
"2000","Principado de Asturias","Waste generated","Thousand tonnes",":"
"2000","Cantabria","Waste generated","Thousand tonnes",":"
"2000","País Vasco","Waste generated","Thousand tonnes",":"
"2000","Comunidad Foral de Navarra","Waste generated","Thousand tonnes",":"
"2000","La Rioja","Waste generated","Thousand tonnes",":"
"2000","Aragón","Waste generated","Thousand tonnes",":"
"2000","Comunidad de Madrid","Waste generated","Thousand tonnes",":"
"2000","Castilla y León","Waste generated","Thousand tonnes",":"
"2000","Castilla-la Mancha","Waste generated","Thousand tonnes",":"
"2000","Extremadura","Waste generated","Thousand tonnes",":"
"2000","Cataluña","Waste generated","Thousand tonnes",":"
"2000","Comunidad Valenciana","Waste generated","Thousand tonnes",":"
"2000","Illes Balears","Waste generated","Thousand tonnes",":"
"2000","Andalucía","Waste generated","Thousand tonnes",":"
"2000","Región de Murcia","Waste generated","Thousand tonnes",":"
"2000","Canarias (ES)","Waste generated","Thousand tonnes",":"
"2000","France","Waste generated","Thousand tonnes","44 788.2"
"2000","Île de France","Waste generated","Thousand tonnes","8 731.1"
"2000","Champagne-Ardenne (NUTS 2013)","Waste generated","Thousand tonnes","1 146"
"2000","Picardie (NUTS 2013)","Waste generated","Thousand tonnes","1 562.9"
"2000","Haute-Normandie (NUTS 2013)","Waste generated","Thousand tonnes","1 170.3"
"2000","Centre (FR) (NUTS 2013)","Waste generated","Thousand tonnes","2 000.9"
"2000","Basse-Normandie (NUTS 2013)","Waste generated","Thousand tonnes","987.5"
"2000","Bourgogne (NUTS 2013)","Waste generated","Thousand tonnes","1 420"
"2000","Nord-Pas-de-Calais (NUTS 2013)","Waste generated","Thousand tonnes","3 178.9"
"2000","Lorraine (NUTS 2013)","Waste generated","Thousand tonnes","1 872.8"
"2000","Alsace (NUTS 2013)","Waste generated","Thousand tonnes","1 859.9"
"2000","Franche-Comté (NUTS 2013)","Waste generated","Thousand tonnes","640.2"
"2000","Pays de la Loire (NUTS 2013)","Waste generated","Thousand tonnes","2 987.6"
"2000","Bretagne (NUTS 2013)","Waste generated","Thousand tonnes","1 455.7"
"2000","Poitou-Charentes (NUTS 2013)","Waste generated","Thousand tonnes","1 235.9"
"2000","Aquitaine (NUTS 2013)","Waste generated","Thousand tonnes","1 804.8"
"2000","Midi-Pyrénées (NUTS 2013)","Waste generated","Thousand tonnes","1 521.5"
"2000","Limousin (NUTS 2013)","Waste generated","Thousand tonnes","519.1"
"2000","Rhône-Alpes (NUTS 2013)","Waste generated","Thousand tonnes","4 314.3"
"2000","Auvergne (NUTS 2013)","Waste generated","Thousand tonnes","855.3"
"2000","Languedoc-Roussillon (NUTS 2013)","Waste generated","Thousand tonnes","1 869.7"
"2000","Provence-Alpes-Côte d'Azur (NUTS 2013)","Waste generated","Thousand tonnes","3 530.6"
"2000","Corse (NUTS 2013)","Waste generated","Thousand tonnes","123.2"
"2000","Guadeloupe (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Martinique (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Guyane (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Réunion (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Croatia","Waste generated","Thousand tonnes",":"
"2000","Jadranska Hrvatska","Waste generated","Thousand tonnes",":"
"2000","Kontinentalna Hrvatska","Waste generated","Thousand tonnes",":"
"2000","Italy","Waste generated","Thousand tonnes","28 958.52"
"2000","Piemonte","Waste generated","Thousand tonnes","2 043.23"
"2000","Valle d'Aosta/Vallée d'Aoste","Waste generated","Thousand tonnes","70.97"
"2000","Liguria","Waste generated","Thousand tonnes","924.07"
"2000","Lombardia","Waste generated","Thousand tonnes","4 447.89"
"2000","Provincia Autonoma di Bolzano/Bozen","Waste generated","Thousand tonnes","246.41"
"2000","Provincia Autonoma di Trento","Waste generated","Thousand tonnes","282.25"
"2000","Veneto","Waste generated","Thousand tonnes","2 132.71"
"2000","Friuli-Venezia Giulia","Waste generated","Thousand tonnes","594.74"
"2000","Emilia-Romagna","Waste generated","Thousand tonnes","2 533.39"
"2000","Toscana","Waste generated","Thousand tonnes","2 206.46"
"2000","Umbria","Waste generated","Thousand tonnes","427.98"
"2000","Marche","Waste generated","Thousand tonnes","757.15"
"2000","Lazio","Waste generated","Thousand tonnes","2 822.06"
"2000","Abruzzo","Waste generated","Thousand tonnes","580.93"
"2000","Molise","Waste generated","Thousand tonnes","133.48"
"2000","Campania","Waste generated","Thousand tonnes","2 598.56"
"2000","Puglia","Waste generated","Thousand tonnes","1 778.02"
"2000","Basilicata","Waste generated","Thousand tonnes","215.4"
"2000","Calabria","Waste generated","Thousand tonnes","768.01"
"2000","Sicilia","Waste generated","Thousand tonnes","2 603.58"
"2000","Sardegna","Waste generated","Thousand tonnes","791.23"
"2000","Cyprus","Waste generated","Thousand tonnes","436.11"
"2000","Kypros","Waste generated","Thousand tonnes","436.11"
"2000","Latvia","Waste generated","Thousand tonnes","642"
"2000","Latvija","Waste generated","Thousand tonnes","642"
"2000","Lithuania","Waste generated","Thousand tonnes","1 275.92"
"2000","Lietuva (NUTS 2013)","Waste generated","Thousand tonnes","1 276"
"2000","Luxembourg","Waste generated","Thousand tonnes","285.26"
"2000","Luxembourg","Waste generated","Thousand tonnes","285"
"2000","Hungary","Waste generated","Thousand tonnes",":"
"2000","Közép-Magyarország (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2000","Közép-Dunántúl","Waste generated","Thousand tonnes",":"
"2000","Nyugat-Dunántúl","Waste generated","Thousand tonnes",":"
"2000","Dél-Dunántúl","Waste generated","Thousand tonnes",":"
"2000","Észak-Magyarország","Waste generated","Thousand tonnes",":"
"2000","Észak-Alföld","Waste generated","Thousand tonnes",":"
"2000","Dél-Alföld","Waste generated","Thousand tonnes",":"
"2000","Malta","Waste generated","Thousand tonnes","208.11"
"2000","Malta","Waste generated","Thousand tonnes","208"
"2000","Netherlands","Waste generated","Thousand tonnes","9 768"
"2000","Groningen","Waste generated","Thousand tonnes","400"
"2000","Friesland (NL)","Waste generated","Thousand tonnes","419"
"2000","Drenthe","Waste generated","Thousand tonnes","337"
"2000","Overijssel","Waste generated","Thousand tonnes","632"
"2000","Gelderland","Waste generated","Thousand tonnes","1 154"
"2000","Flevoland","Waste generated","Thousand tonnes","193"
"2000","Utrecht","Waste generated","Thousand tonnes","689"
"2000","Noord-Holland","Waste generated","Thousand tonnes","1 496"
"2000","Zuid-Holland","Waste generated","Thousand tonnes","1 972"
"2000","Zeeland","Waste generated","Thousand tonnes","280"
"2000","Noord-Brabant","Waste generated","Thousand tonnes","1 504"
"2000","Limburg (NL)","Waste generated","Thousand tonnes","692"
"2000","Austria","Waste generated","Thousand tonnes",":"
"2000","Burgenland (AT)","Waste generated","Thousand tonnes",":"
"2000","Niederösterreich","Waste generated","Thousand tonnes",":"
"2000","Wien","Waste generated","Thousand tonnes",":"
"2000","Kärnten","Waste generated","Thousand tonnes",":"
"2000","Steiermark","Waste generated","Thousand tonnes",":"
"2000","Oberösterreich","Waste generated","Thousand tonnes",":"
"2000","Salzburg","Waste generated","Thousand tonnes",":"
"2000","Tirol","Waste generated","Thousand tonnes",":"
"2000","Vorarlberg","Waste generated","Thousand tonnes",":"
"2000","Poland","Waste generated","Thousand tonnes","12 226.17"
"2000","Lódzkie (NUTS 2013)","Waste generated","Thousand tonnes","890.85"
"2000","Mazowieckie (NUTS 2013)","Waste generated","Thousand tonnes","1 426.9"
"2000","Malopolskie","Waste generated","Thousand tonnes","682.52"
"2000","Slaskie","Waste generated","Thousand tonnes","1 593.76"
"2000","Lubelskie (NUTS 2013)","Waste generated","Thousand tonnes","564.41"
"2000","Podkarpackie (NUTS 2013)","Waste generated","Thousand tonnes","503.73"
"2000","Swietokrzyskie (NUTS 2013)","Waste generated","Thousand tonnes","234.52"
"2000","Podlaskie (NUTS 2013)","Waste generated","Thousand tonnes","325.77"
"2000","Wielkopolskie","Waste generated","Thousand tonnes","1 054.56"
"2000","Zachodniopomorskie","Waste generated","Thousand tonnes","887.52"
"2000","Lubuskie","Waste generated","Thousand tonnes","410.79"
"2000","Dolnoslaskie","Waste generated","Thousand tonnes","1 510.66"
"2000","Opolskie","Waste generated","Thousand tonnes","332.58"
"2000","Kujawsko-Pomorskie","Waste generated","Thousand tonnes","521.19"
"2000","Warminsko-Mazurskie","Waste generated","Thousand tonnes","517.82"
"2000","Pomorskie","Waste generated","Thousand tonnes","768.59"
"2000","Portugal","Waste generated","Thousand tonnes",":"
"2000","Norte","Waste generated","Thousand tonnes",":"
"2000","Algarve","Waste generated","Thousand tonnes",":"
"2000","Centro (PT)","Waste generated","Thousand tonnes",":"
"2000","Área Metropolitana de Lisboa","Waste generated","Thousand tonnes",":"
"2000","Alentejo","Waste generated","Thousand tonnes",":"
"2000","Região Autónoma dos Açores (PT)","Waste generated","Thousand tonnes",":"
"2000","Região Autónoma da Madeira (PT)","Waste generated","Thousand tonnes",":"
"2000","Romania","Waste generated","Thousand tonnes","7 961"
"2000","Nord-Vest","Waste generated","Thousand tonnes",":"
"2000","Centru","Waste generated","Thousand tonnes",":"
"2000","Nord-Est","Waste generated","Thousand tonnes",":"
"2000","Sud-Est","Waste generated","Thousand tonnes",":"
"2000","Sud - Muntenia","Waste generated","Thousand tonnes",":"
"2000","Bucuresti - Ilfov","Waste generated","Thousand tonnes",":"
"2000","Sud-Vest Oltenia","Waste generated","Thousand tonnes",":"
"2000","Vest","Waste generated","Thousand tonnes",":"
"2000","Slovenia","Waste generated","Thousand tonnes",":"
"2000","Vzhodna Slovenija (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Zahodna Slovenija (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Slovakia","Waste generated","Thousand tonnes",":"
"2000","Bratislavskı kraj","Waste generated","Thousand tonnes",":"
"2000","Západné Slovensko","Waste generated","Thousand tonnes",":"
"2000","Stredné Slovensko","Waste generated","Thousand tonnes",":"
"2000","Vıchodné Slovensko","Waste generated","Thousand tonnes",":"
"2000","Tees Valley and Durham","Waste generated","Thousand tonnes",":"
"2000","Northumberland and Tyne and Wear","Waste generated","Thousand tonnes",":"
"2000","Cumbria","Waste generated","Thousand tonnes",":"
"2000","Greater Manchester","Waste generated","Thousand tonnes",":"
"2000","Lancashire","Waste generated","Thousand tonnes",":"
"2000","East Yorkshire and Northern Lincolnshire","Waste generated","Thousand tonnes",":"
"2000","North Yorkshire","Waste generated","Thousand tonnes",":"
"2000","South Yorkshire","Waste generated","Thousand tonnes",":"
"2000","West Yorkshire","Waste generated","Thousand tonnes",":"
"2000","Derbyshire and Nottinghamshire","Waste generated","Thousand tonnes",":"
"2000","Leicestershire, Rutland and Northamptonshire","Waste generated","Thousand tonnes",":"
"2000","Lincolnshire","Waste generated","Thousand tonnes",":"
"2000","Herefordshire, Worcestershire and Warwickshire","Waste generated","Thousand tonnes",":"
"2000","Shropshire and Staffordshire","Waste generated","Thousand tonnes",":"
"2000","West Midlands","Waste generated","Thousand tonnes",":"
"2000","East Anglia","Waste generated","Thousand tonnes",":"
"2000","Bedfordshire and Hertfordshire","Waste generated","Thousand tonnes",":"
"2000","Essex","Waste generated","Thousand tonnes",":"
"2000","Inner London (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Outer London (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2000","Berkshire, Buckinghamshire and Oxfordshire","Waste generated","Thousand tonnes",":"
"2000","Surrey, East and West Sussex","Waste generated","Thousand tonnes",":"
"2000","Hampshire and Isle of Wight","Waste generated","Thousand tonnes",":"
"2000","Kent","Waste generated","Thousand tonnes",":"
"2000","Gloucestershire, Wiltshire and Bristol/Bath area","Waste generated","Thousand tonnes",":"
"2000","Dorset and Somerset","Waste generated","Thousand tonnes",":"
"2000","Cornwall and Isles of Scilly","Waste generated","Thousand tonnes",":"
"2000","Devon","Waste generated","Thousand tonnes",":"
"2000","West Wales and The Valleys","Waste generated","Thousand tonnes",":"
"2000","East Wales","Waste generated","Thousand tonnes",":"
"2000","Eastern Scotland (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2000","South Western Scotland (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2000","North Eastern Scotland","Waste generated","Thousand tonnes",":"
"2000","Highlands and Islands","Waste generated","Thousand tonnes",":"
"2000","Northern Ireland (UK)","Waste generated","Thousand tonnes",":"
"2000","Norway","Waste generated","Thousand tonnes",":"
"2000","Oslo og Akershus","Waste generated","Thousand tonnes",":"
"2000","Hedmark og Oppland","Waste generated","Thousand tonnes",":"
"2000","Sør-Østlandet","Waste generated","Thousand tonnes",":"
"2000","Agder og Rogaland","Waste generated","Thousand tonnes",":"
"2000","Vestlandet","Waste generated","Thousand tonnes",":"
"2000","Trøndelag","Waste generated","Thousand tonnes",":"
"2000","Nord-Norge","Waste generated","Thousand tonnes",":"
"2000","Switzerland","Waste generated","Thousand tonnes","4 731"
"2000","North Macedonia","Waste generated","Thousand tonnes",":"
"2000","Severna Makedonija","Waste generated","Thousand tonnes",":"
"2000","Serbia","Waste generated","Thousand tonnes",":"
"2000","Turkey","Waste generated","Thousand tonnes","30 617"
"2000","Istanbul","Waste generated","Thousand tonnes",":"
"2000","Tekirdag, Edirne, Kirklareli","Waste generated","Thousand tonnes",":"
"2000","Balikesir, Çanakkale","Waste generated","Thousand tonnes",":"
"2000","Izmir","Waste generated","Thousand tonnes",":"
"2000","Aydin, Denizli, Mugla","Waste generated","Thousand tonnes",":"
"2000","Manisa, Afyonkarahisar, Kütahya, Usak","Waste generated","Thousand tonnes",":"
"2000","Bursa, Eskisehir, Bilecik","Waste generated","Thousand tonnes",":"
"2000","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Waste generated","Thousand tonnes",":"
"2000","Ankara","Waste generated","Thousand tonnes",":"
"2000","Konya, Karaman","Waste generated","Thousand tonnes",":"
"2000","Antalya, Isparta, Burdur","Waste generated","Thousand tonnes",":"
"2000","Adana, Mersin","Waste generated","Thousand tonnes",":"
"2000","Hatay, Kahramanmaras, Osmaniye","Waste generated","Thousand tonnes",":"
"2000","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Waste generated","Thousand tonnes",":"
"2000","Kayseri, Sivas, Yozgat","Waste generated","Thousand tonnes",":"
"2000","Zonguldak, Karabük, Bartin","Waste generated","Thousand tonnes",":"
"2000","Kastamonu, Çankiri, Sinop","Waste generated","Thousand tonnes",":"
"2000","Samsun, Tokat, Çorum, Amasya","Waste generated","Thousand tonnes",":"
"2000","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Waste generated","Thousand tonnes",":"
"2000","Erzurum, Erzincan, Bayburt","Waste generated","Thousand tonnes",":"
"2000","Agri, Kars, Igdir, Ardahan","Waste generated","Thousand tonnes",":"
"2000","Malatya, Elazig, Bingöl, Tunceli","Waste generated","Thousand tonnes",":"
"2000","Van, Mus, Bitlis, Hakkari","Waste generated","Thousand tonnes",":"
"2000","Gaziantep, Adiyaman, Kilis","Waste generated","Thousand tonnes",":"
"2000","Sanliurfa, Diyarbakir","Waste generated","Thousand tonnes",":"
"2000","Mardin, Batman, Sirnak, Siirt","Waste generated","Thousand tonnes",":"
"2001","Belgium","Waste generated","Thousand tonnes","4 683.22"
"2001","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Waste generated","Thousand tonnes","462.49"
"2001","Prov. Antwerpen","Waste generated","Thousand tonnes","778.63"
"2001","Prov. Limburg (BE)","Waste generated","Thousand tonnes","361.69"
"2001","Prov. Oost-Vlaanderen","Waste generated","Thousand tonnes","637.39"
"2001","Prov. Vlaams-Brabant","Waste generated","Thousand tonnes","418.62"
"2001","Prov. West-Vlaanderen","Waste generated","Thousand tonnes","546.79"
"2001","Prov. Brabant wallon","Waste generated","Thousand tonnes",":"
"2001","Prov. Hainaut","Waste generated","Thousand tonnes",":"
"2001","Prov. Liège","Waste generated","Thousand tonnes",":"
"2001","Prov. Luxembourg (BE)","Waste generated","Thousand tonnes",":"
"2001","Prov. Namur","Waste generated","Thousand tonnes",":"
"2001","Bulgaria","Waste generated","Thousand tonnes","4 002.87"
"2001","Severozapaden","Waste generated","Thousand tonnes",":"
"2001","Severen tsentralen","Waste generated","Thousand tonnes",":"
"2001","Severoiztochen","Waste generated","Thousand tonnes",":"
"2001","Yugoiztochen","Waste generated","Thousand tonnes",":"
"2001","Yugozapaden","Waste generated","Thousand tonnes",":"
"2001","Yuzhen tsentralen","Waste generated","Thousand tonnes",":"
"2001","Czechia","Waste generated","Thousand tonnes","2 798"
"2001","Praha","Waste generated","Thousand tonnes",":"
"2001","Strední Cechy","Waste generated","Thousand tonnes",":"
"2001","Jihozápad","Waste generated","Thousand tonnes",":"
"2001","Severozápad","Waste generated","Thousand tonnes",":"
"2001","Severovıchod","Waste generated","Thousand tonnes",":"
"2001","Jihovıchod","Waste generated","Thousand tonnes",":"
"2001","Strední Morava","Waste generated","Thousand tonnes",":"
"2001","Moravskoslezsko","Waste generated","Thousand tonnes",":"
"2001","Germany (until 1990 former territory of the FRG)","Waste generated","Thousand tonnes",":"
"2001","Stuttgart","Waste generated","Thousand tonnes",":"
"2001","Karlsruhe","Waste generated","Thousand tonnes",":"
"2001","Freiburg","Waste generated","Thousand tonnes",":"
"2001","Tübingen","Waste generated","Thousand tonnes",":"
"2001","Oberbayern","Waste generated","Thousand tonnes",":"
"2001","Niederbayern","Waste generated","Thousand tonnes",":"
"2001","Oberpfalz","Waste generated","Thousand tonnes",":"
"2001","Oberfranken","Waste generated","Thousand tonnes",":"
"2001","Mittelfranken","Waste generated","Thousand tonnes",":"
"2001","Unterfranken","Waste generated","Thousand tonnes",":"
"2001","Schwaben","Waste generated","Thousand tonnes",":"
"2001","Berlin","Waste generated","Thousand tonnes",":"
"2001","Brandenburg","Waste generated","Thousand tonnes",":"
"2001","Bremen","Waste generated","Thousand tonnes",":"
"2001","Hamburg","Waste generated","Thousand tonnes",":"
"2001","Darmstadt","Waste generated","Thousand tonnes",":"
"2001","Gießen","Waste generated","Thousand tonnes",":"
"2001","Kassel","Waste generated","Thousand tonnes",":"
"2001","Mecklenburg-Vorpommern","Waste generated","Thousand tonnes",":"
"2001","Braunschweig","Waste generated","Thousand tonnes",":"
"2001","Hannover","Waste generated","Thousand tonnes",":"
"2001","Lüneburg","Waste generated","Thousand tonnes",":"
"2001","Weser-Ems","Waste generated","Thousand tonnes",":"
"2001","Düsseldorf","Waste generated","Thousand tonnes",":"
"2001","Köln","Waste generated","Thousand tonnes",":"
"2001","Münster","Waste generated","Thousand tonnes",":"
"2001","Detmold","Waste generated","Thousand tonnes",":"
"2001","Arnsberg","Waste generated","Thousand tonnes",":"
"2001","Koblenz","Waste generated","Thousand tonnes",":"
"2001","Trier","Waste generated","Thousand tonnes",":"
"2001","Rheinhessen-Pfalz","Waste generated","Thousand tonnes",":"
"2001","Saarland","Waste generated","Thousand tonnes",":"
"2001","Dresden","Waste generated","Thousand tonnes",":"
"2001","Chemnitz","Waste generated","Thousand tonnes",":"
"2001","Leipzig","Waste generated","Thousand tonnes",":"
"2001","Sachsen-Anhalt","Waste generated","Thousand tonnes",":"
"2001","Schleswig-Holstein","Waste generated","Thousand tonnes",":"
"2001","Thüringen","Waste generated","Thousand tonnes",":"
"2001","Estonia","Waste generated","Thousand tonnes","509"
"2001","Eesti","Waste generated","Thousand tonnes","509"
"2001","Ireland","Waste generated","Thousand tonnes","2 704"
"2001","Border, Midland and Western (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Southern and Eastern (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Spain","Waste generated","Thousand tonnes",":"
"2001","Galicia","Waste generated","Thousand tonnes",":"
"2001","Principado de Asturias","Waste generated","Thousand tonnes",":"
"2001","Cantabria","Waste generated","Thousand tonnes",":"
"2001","País Vasco","Waste generated","Thousand tonnes",":"
"2001","Comunidad Foral de Navarra","Waste generated","Thousand tonnes",":"
"2001","La Rioja","Waste generated","Thousand tonnes",":"
"2001","Aragón","Waste generated","Thousand tonnes",":"
"2001","Comunidad de Madrid","Waste generated","Thousand tonnes",":"
"2001","Castilla y León","Waste generated","Thousand tonnes",":"
"2001","Castilla-la Mancha","Waste generated","Thousand tonnes",":"
"2001","Extremadura","Waste generated","Thousand tonnes",":"
"2001","Cataluña","Waste generated","Thousand tonnes",":"
"2001","Comunidad Valenciana","Waste generated","Thousand tonnes",":"
"2001","Illes Balears","Waste generated","Thousand tonnes",":"
"2001","Andalucía","Waste generated","Thousand tonnes",":"
"2001","Región de Murcia","Waste generated","Thousand tonnes",":"
"2001","Canarias (ES)","Waste generated","Thousand tonnes",":"
"2001","France","Waste generated","Thousand tonnes",":"
"2001","Île de France","Waste generated","Thousand tonnes",":"
"2001","Champagne-Ardenne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Picardie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Haute-Normandie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Centre (FR) (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Basse-Normandie (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Bourgogne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Nord-Pas-de-Calais (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Lorraine (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Alsace (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Franche-Comté (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Pays de la Loire (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Bretagne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Poitou-Charentes (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Aquitaine (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Midi-Pyrénées (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Limousin (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Rhône-Alpes (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Auvergne (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Languedoc-Roussillon (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Provence-Alpes-Côte d'Azur (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Corse (NUTS 2013)","Waste generated","Thousand tonnes",":"
"2001","Guadeloupe (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2001","Martinique (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2001","Guyane (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2001","Réunion (NUTS 2010)","Waste generated","Thousand tonnes",":"
"2001","Croatia","Waste generated","Thousand tonnes",":"
"2001","Jadranska Hrvatska","Waste generated","Thousand tonnes",":"
"2001","Kontinentalna Hrvatska","Waste generated","Thousand tonnes",":"
"2001","Italy","Waste generated","Thousand tonnes","29 408.89"
"2001","Piemonte","Waste generated","Thousand tonnes","2 081.94"
"2001","Valle d'Aosta/Vallée d'Aoste","Waste generated","Thousand tonnes","69.43"
"2001","Liguria","Waste generated","Thousand tonnes","928.3"
